Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
85bc9c98-3248-4a76-ba86,2024-03-15,09:46:26,Station,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-16,08:15:00,09:35:00,10:12:00,Delayed,Signal Failure,No
698cd840-3c12-4de8-a99c,2024-02-20,21:47:29,Online,Credit Card,,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-02-26,20:15:00,22:05:00,22:05:00,On Time,,No
8f61a46e-2d8b-4a56-ac32,2024-04-21,22:38:26,Station,Credit Card,,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-04-22,00:00:00,01:20:00,01:20:00,On Time,,No
a1640a52-a897-44ed-8879,2024-03-10,18:53:48,Station,Credit Card,,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,2024-03-10,20:15:00,20:45:00,20:45:00,On Time,,No
60161e3c-3d9d-49b2-b163,2024-01-24,17:18:11,Online,Credit Card,,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-01-24,18:45:00,20:05:00,20:05:00,On Time,,No
56b08941-79b0-4ecc-b3c3,2024-03-20,14:59:42,Station,Debit Card,Senior,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-03-21,09:30:00,11:20:00,11:39:00,Delayed,Traffic,Yes
57e91f51-4490-4332-abd8,2024-04-04,18:51:57,Online,Credit Card,,Standard,Off-Peak,107,London Euston,Manchester Piccadilly,2024-04-04,20:15:00,22:05:00,22:05:00,On Time,,No
addbfbd9-f329-489a-a1f7,2024-02-08,07:59:21,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-02-09,06:15:00,07:15:00,07:15:00,On Time,,No
6a6f797a-b57f-46a4-b399,2024-03-12,04:52:53,Online,Debit Card,Senior,Standard,Anytime,17,London Paddington,Reading,2024-03-12,06:15:00,07:15:00,,Cancelled,Technical Issue,No
c49f127a-dac7-4529-9861,2024-01-28,14:04:50,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-28,15:30:00,16:50:00,16:50:00,On Time,,No
15d2b923-47ad-4767-ba6d,2024-04-15,09:00:05,Online,Credit Card,,Standard,Advance,34,York,Peterborough,2024-04-16,07:30:00,08:40:00,08:40:00,On Time,,No
fb096625-16f5-4611-85af,2024-03-15,04:54:07,Station,Contactless,,Standard,Anytime,70,London Kings Cross,York,2024-03-15,06:15:00,08:05:00,08:05:00,On Time,,No
0371658d-e043-4b8e-95cc,2024-03-01,14:58:29,Online,Credit Card,,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-03-01,16:15:00,16:45:00,16:45:00,On Time,,No
24380df2-d37d-490f-b804,2024-02-01,01:00:34,Online,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-02-01,23:30:00,00:50:00,00:50:00,On Time,,No
cbe2769c-cad3-410c-b32a,2024-02-19,10:52:55,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-29,09:15:00,09:45:00,09:45:00,On Time,,No
aef1db73-17c7-4d29-bd9d,2024-04-06,05:53:36,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-07,04:15:00,04:45:00,04:45:00,On Time,,No
596137ea-1792-4d93-bf17,2024-04-08,17:00:27,Station,Contactless,Adult,Standard,Anytime,26,Birmingham New Street,York,2024-04-08,18:30:00,20:15:00,20:15:00,On Time,,No
c29cbce7-bf1a-40af-8267,2024-02-10,08:02:41,Online,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-11,06:30:00,07:50:00,07:50:00,On Time,,No
3eef8556-d73f-44e6-a2dc,2024-04-14,16:01:45,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-15,14:30:00,15:00:00,15:00:00,On Time,,No
a085892a-fa04-4a54-9ef4,2024-03-23,07:47:25,Online,Credit Card,,First Class,Advance,52,London Euston,Birmingham New Street,2024-03-24,06:15:00,07:35:00,07:35:00,On Time,,No
83e73757-c78f-4e9c-b613,2024-02-06,09:28:24,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-02-06,10:45:00,12:05:00,12:05:00,On Time,,No
1a69ef3d-4969-4380-90ea,2024-03-02,09:41:48,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-03,08:00:00,10:15:00,10:52:00,Delayed,Weather Conditions,No
785c9b97-3234-4172-b6b0,2024-03-09,04:54:20,Online,Contactless,,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-03-10,03:15:00,03:45:00,03:45:00,On Time,,No
045bd01a-6205-4cda-a4bc,2024-03-12,16:19:52,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-13,14:45:00,16:05:00,16:05:00,On Time,,No
2567842b-01c2-48bc-a8c7,2024-03-23,17:24:37,Online,Contactless,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-23,18:45:00,19:15:00,19:15:00,On Time,,No
51ebaa76-69e0-4a48-a494,2024-04-03,06:31:33,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-03,08:00:00,10:15:00,11:00:00,Delayed,Weather,No
6e2b5e37-a89d-4741-a625,2024-02-04,14:48:37,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-05,13:15:00,14:35:00,14:35:00,On Time,,No
36879b88-bced-4ba8-b9bc,2024-03-06,08:25:53,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-03-07,07:45:00,08:45:00,08:45:00,On Time,,No
cdb0d525-07a3-49ab-8f3a,2024-01-24,14:31:16,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-01-24,16:00:00,17:20:00,17:20:00,On Time,,No
df00b26f-b796-403a-b6a9,2024-02-13,06:56:13,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,2024-02-27,05:15:00,06:15:00,06:15:00,On Time,,No
3c669661-fe33-4f3f-aaaa,2024-02-17,03:23:02,Online,Contactless,,Standard,Advance,65,London Kings Cross,Liverpool Lime Street,2024-02-18,01:45:00,04:00:00,04:00:00,On Time,,No
59c52430-47bd-4a3a-b5b3,2024-02-09,15:17:05,Station,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-02-29,13:45:00,14:45:00,14:45:00,On Time,,No
8583795a-e433-4dc5-8ae0,2024-01-04,12:01:12,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-01-05,11:15:00,12:35:00,13:20:00,Delayed,Technical Issue,Yes
901c88e9-934e-41df-a1d8,2024-04-14,08:07:30,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London Kings Cross,2024-04-15,06:30:00,08:00:00,08:00:00,On Time,,No
a7caef8b-7a9e-4a64-b00d,2024-01-13,11:38:30,Online,Contactless,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-13,13:00:00,13:30:00,13:30:00,On Time,,No
9f3e9d2d-dbde-44c9-b6e4,2024-04-03,14:26:45,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-04-03,15:45:00,17:05:00,17:05:00,On Time,,No
93df2d7c-127c-46a1-8ec1,2024-02-19,14:57:54,Online,Contactless,Senior,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-20,13:15:00,14:35:00,14:35:00,On Time,,No
9934b154-6e17-443f-a256,2024-02-09,01:40:24,Online,Contactless,Adult,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,2024-02-19,00:00:00,00:30:00,00:30:00,On Time,,No
0b06b924-daa6-40b2-ba7f,2024-04-17,05:53:56,Online,Contactless,,First Class,Anytime,104,London Euston,Birmingham New Street,2024-04-17,07:15:00,08:35:00,08:35:00,On Time,,No
96fe6ec9-b6bb-436b-ad3e,2024-01-27,16:01:51,Online,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-27,17:30:00,18:00:00,18:00:00,On Time,,No
24427e34-9e18-4f7e-bc34,2024-04-28,14:56:56,Station,Debit Card,Senior,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-04-29,09:30:00,11:45:00,11:51:00,Delayed,Traffic,Yes
57befb57-e02d-43df-9fef,2024-04-17,20:36:19,Station,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-18,19:00:00,20:20:00,20:20:00,On Time,,No
b5fdedb8-b463-47fd-bf8d,2024-02-19,17:11:28,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-20,15:30:00,16:50:00,16:50:00,On Time,,No
75f61a70-0b21-4cb5-9387,2024-03-16,17:16:09,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-16,18:45:00,20:05:00,,Cancelled,Technical Issue,No
8e3e6f27-a4b7-40bf-badd,2024-01-11,10:42:19,Online,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-11,12:00:00,13:20:00,13:20:00,On Time,,No
3d2db48b-e1cf-4097-9ee4,2024-02-14,13:31:34,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-16,12:00:00,13:20:00,,Cancelled,Technical Issue,Yes
d5628495-6770-411d-a04f,2024-01-28,07:30:14,Online,Credit Card,,Standard,Off-Peak,53,London Kings Cross,York,2024-01-28,09:00:00,10:50:00,10:50:00,On Time,,No
a3c4795d-eb60-4f4a-a7b9,2024-03-30,16:13:40,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-03-30,17:45:00,19:05:00,19:05:00,On Time,,No
02d8e7cc-014d-42a0-a31b,2024-03-12,07:28:21,Online,Credit Card,,Standard,Anytime,35,London Paddington,Oxford,2024-03-12,07:45:00,09:15:00,09:15:00,On Time,,No
e682ead9-9d5d-4226-a1ca,2024-02-08,07:22:39,Online,Credit Card,,Standard,Anytime,25,London Paddington,Reading,2024-02-08,07:45:00,08:45:00,08:45:00,On Time,,No
930c80cd-dc6a-4668-9341,2024-04-16,18:44:14,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-04-17,17:00:00,18:50:00,18:50:00,On Time,,No
1c82d1d7-f033-4658-a83d,2024-02-11,08:27:42,Online,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-02-24,06:45:00,07:45:00,07:45:00,On Time,,No
0ecf0e22-df86-44e4-87ed,2024-04-25,21:42:56,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-04-26,20:00:00,21:00:00,21:00:00,On Time,,No
89d52bb9-4b2d-4c73-8071,2024-02-09,02:12:00,Station,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-02-24,00:30:00,02:20:00,02:20:00,On Time,,No
23692535-04cb-4785-b088,2024-04-12,14:29:19,Station,Contactless,,Standard,Off-Peak,19,London Paddington,Reading,2024-04-12,15:45:00,16:45:00,16:45:00,On Time,,No
69a40c1b-dc68-4b98-bf22,2024-04-15,05:02:27,Online,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-15,06:30:00,07:50:00,07:50:00,On Time,,No
233c3e17-c6ed-46ad-8132,2024-01-13,02:00:20,Online,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-01-14,00:30:00,02:20:00,02:20:00,On Time,,No
76fd0fd2-da14-4a1c-a650,2024-04-15,18:51:04,Station,Contactless,,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-04-16,17:15:00,17:45:00,17:45:00,On Time,,No
33a1da1d-c9ee-4462-a65c,2024-03-27,05:22:15,Online,Credit Card,,First Class,Anytime,107,London St Pancras,Birmingham New Street,2024-03-27,06:45:00,08:05:00,08:05:00,On Time,,No
328dfafb-8f44-4790-933e,2024-02-05,14:06:36,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-05,15:30:00,16:50:00,16:50:00,On Time,,No
adceb140-8186-44af-a5b9,2024-01-08,03:00:41,Station,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-08,04:30:00,05:50:00,05:50:00,On Time,,No
2eff60ec-25c5-4554-8268,2024-04-09,05:10:05,Online,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-09,06:30:00,07:50:00,07:50:00,On Time,,No
f9081b71-ce23-4953-b347,2024-01-04,00:41:56,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-01-04,02:00:00,03:00:00,03:00:00,On Time,,No
d9364e82-0faa-4d5b-8a52,2024-02-16,15:30:10,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-02-22,14:00:00,15:00:00,15:00:00,On Time,,No
4b909901-4c7f-4622-a118,2024-01-06,19:54:40,Station,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-06,21:15:00,22:35:00,22:35:00,On Time,,No
89ada00f-3bc4-451e-b674,2024-04-12,05:13:59,Online,Credit Card,,Standard,Anytime,13,London Euston,Birmingham New Street,2024-04-12,06:30:00,07:50:00,07:50:00,On Time,,No
6107e22f-8af1-47ed-929c,2024-01-27,11:35:42,Online,Contactless,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-27,13:00:00,14:20:00,14:20:00,On Time,,No
405bee25-0a6d-41b1-8c85,2024-04-16,18:22:55,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-16,18:45:00,19:15:00,19:15:00,On Time,,No
c193c9c8-97d6-4d9e-a315,2024-04-02,14:58:27,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,2024-04-02,16:15:00,17:35:00,17:35:00,On Time,,No
ef950e63-173a-4938-8fb9,2024-04-25,09:38:22,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-26,08:00:00,10:15:00,10:48:00,Delayed,Weather,No
b83cddb2-5fd1-4900-a36a,2024-04-24,10:25:40,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-04-25,08:45:00,10:35:00,10:35:00,On Time,,No
c19fcc22-2daf-4888-9e93,2024-03-13,19:45:44,Station,Credit Card,,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-03-14,18:15:00,19:35:00,19:35:00,On Time,,No
9e42110c-4d2c-4a1a-90ff,2024-04-20,05:21:53,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-21,03:45:00,05:05:00,05:05:00,On Time,,No
7db9b656-bb98-4694-8e90,2024-01-21,03:08:48,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-22,01:30:00,02:00:00,02:00:00,On Time,,No
38a68e12-6daa-4302-96ed,2024-04-21,07:03:54,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-22,05:30:00,06:00:00,06:00:00,On Time,,No
d8ff73e1-9545-4833-bfcb,2024-03-06,17:15:18,Station,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-07,15:45:00,17:05:00,17:05:00,On Time,,No
2ac1cf3f-dd20-4278-88e0,2024-02-03,17:42:56,Station,Debit Card,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-29,16:00:00,17:20:00,17:20:00,On Time,,No
1d50dfc0-cb9f-4d15-8c1c,2024-02-08,09:31:32,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-09,08:00:00,10:15:00,10:45:00,Delayed,Weather,No
a6d897ca-1faf-48ac-ae16,2024-02-13,01:21:55,Online,Contactless,Disabled,Standard,Off-Peak,8,York,Durham,2024-02-13,23:45:00,00:35:00,00:35:00,On Time,,No
b496f456-c5b3-445a-b0ab,2024-02-14,03:25:51,Station,Credit Card,,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-02-21,01:45:00,03:05:00,03:05:00,On Time,,No
c16361df-7ab9-4b18-88b3,2024-01-18,17:19:58,Online,Credit Card,,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-01-18,18:45:00,20:05:00,20:05:00,On Time,,No
0c5f0233-2e5a-40d1-bc23,2024-02-02,18:41:05,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-02-03,17:00:00,18:00:00,18:00:00,On Time,,No
22f5f47d-bf87-411c-bf7c,2024-03-13,04:48:23,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-13,06:15:00,06:45:00,06:45:00,On Time,,No
17f83700-83cc-4909-9c01,2024-03-24,18:53:21,Online,Credit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-03-24,20:15:00,21:15:00,21:15:00,On Time,,No
84862ca2-fd57-46bd-bb9d,2024-02-03,08:20:40,Online,Credit Card,,First Class,Advance,32,London Paddington,Oxford,2024-02-08,07:45:00,09:15:00,09:15:00,On Time,,No
51100adf-608f-4981-8674,2024-04-20,08:13:18,Station,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-21,06:30:00,07:50:00,07:50:00,On Time,,No
b0b186aa-ab18-427d-8a8f,2024-04-15,16:16:52,Station,Credit Card,,Standard,Anytime,13,London Euston,Birmingham New Street,2024-04-15,17:45:00,19:05:00,19:05:00,On Time,,No
7c00925a-b018-4664-b847,2024-03-27,18:04:17,Station,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-03-28,16:30:00,18:20:00,18:20:00,On Time,,No
5f913ffb-1231-49cc-b6e6,2024-02-01,15:29:43,Online,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,13:45:00,14:15:00,14:15:00,On Time,,No
bad8f502-fdf2-4f60-826e,2024-02-15,05:16:26,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-23,3:45 AM,05:05:00,05:05:00,On Time,,No
d9fcf621-3f8e-4561-9f63,2024-04-19,19:31:01,Station,Credit Card,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-20,17:45:00,18:15:00,19:12:00,Delayed,Signal Failure,No
7d1e0128-235c-4638-ae64,2024-03-13,14:51:40,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-14,13:15:00,14:35:00,14:35:00,On Time,,No
25715345-11e4-4da0-a83a,2024-02-10,08:08:55,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-18,06:30:00,07:50:00,07:50:00,On Time,,No
b5b6561c-2017-413b-9b2e,2024-03-05,07:15:53,Online,Credit Card,,Standard,Anytime,25,London Paddington,Reading,2024-03-05,07:45:00,08:45:00,08:45:00,On Time,,No
9f99baa6-52e0-475b-a6dd,2024-03-13,20:21:47,Online,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-14,18:45:00,20:05:00,20:05:00,On Time,,No
facd7b51-1215-4a9c-aa0a,2024-03-26,00:40:23,Online,Credit Card,,Standard,Off-Peak,53,London Kings Cross,York,2024-03-26,02:00:00,03:50:00,03:50:00,On Time,,No
b20a21da-2685-4f65-abcc,2024-04-13,14:22:26,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-04-13,15:45:00,17:05:00,17:05:00,On Time,,No
56b23e98-ed5c-457b-800e,2024-04-06,19:34:34,Online,Credit Card,Senior,Standard,Advance,16,London St Pancras,Leicester,2024-04-07,18:45:00,19:45:00,19:45:00,On Time,,No
eaead42d-44f3-4063-9a95,2024-03-12,15:59:37,Online,Credit Card,Senior,Standard,Anytime,4,Liverpool Lime Street,Manchester Piccadilly,2024-03-12,17:15:00,17:45:00,17:45:00,On Time,,No
eb10e9d5-6f06-4606-94d7,2024-01-12,16:12:00,Station,Credit Card,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-12,17:45:00,18:15:00,18:15:00,On Time,,No
8f9bc4ff-913e-46bb-8120,2024-03-12,11:23:46,Station,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-12,12:45:00,13:15:00,13:15:00,On Time,,No
cc3eae66-b69e-458e-87f1,2024-02-05,19:48:50,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-02-11,18:15:00,19:15:00,19:15:00,On Time,,No
10940922-131d-41d7-904e,2024-04-08,06:34:06,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-08,08:00:00,10:15:00,10:58:00,Delayed,Weather,No
e6d4c544-2506-4625-bb8d,2024-01-29,09:26:54,Station,Contactless,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-29,09:45:00,10:15:00,10:15:00,On Time,,No
96962ced-69bd-43eb-8da2,2024-03-24,20:17:41,Online,Credit Card,,Standard,Advance,5,Birmingham New Street,Tamworth,2024-03-25,18:45:00,19:05:00,,Cancelled,Technical Issue,No
7e8aca3a-837b-4900-acb8,2024-01-14,20:54:19,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-01-14,22:15:00,23:15:00,23:15:00,On Time,,No
758924dc-dce9-4a24-adef,2024-04-22,16:02:52,Station,Credit Card,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-22,17:45:00,18:15:00,18:15:00,On Time,,No
590e9209-0524-455e-9154,2024-02-03,04:19:04,Online,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-04,02:45:00,03:15:00,03:15:00,On Time,,No
795376f9-b532-4709-a18d,2024-02-19,12:03:15,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-02-28,11:15:00,12:35:00,12:52:00,Delayed,Technical Issue,Yes
e9113881-cfdb-4b26-9b67,2024-03-29,05:05:42,Online,Credit Card,,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-29,06:30:00,07:50:00,07:50:00,On Time,,No
1ce066de-7ed7-42f3-b160,2024-04-11,07:24:46,Online,Credit Card,,Standard,Anytime,25,London Paddington,Reading,2024-04-11,07:45:00,08:45:00,08:45:00,On Time,,No
f622fe15-8a4a-4420-bcae,2024-03-03,05:04:16,Online,Credit Card,,Standard,Off-Peak,10,Birmingham New Street,Nuneaton,2024-03-03,06:30:00,06:50:00,06:50:00,On Time,,No
549abfe5-125e-4d9a-91da,2024-01-11,14:55:39,Station,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-01-12,13:15:00,14:15:00,14:15:00,On Time,,No
b860101a-c4e8-400a-b099,2024-03-31,06:37:01,Station,Credit Card,,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-03-31,08:00:00,09:50:00,10:07:00,Delayed,Weather,No
8da36004-3948-407a-aeec,2024-03-25,00:26:41,Online,Contactless,Disabled,Standard,Advance,24,London Kings Cross,Edinburgh Waverley,2024-03-27,16:00:00,20:20:00,20:20:00,On Time,,No
061c93d6-cfa4-4999-8928,2024-03-06,14:28:33,Station,Contactless,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-07,12:45:00,13:15:00,13:15:00,On Time,,No
58bf4497-c754-495c-829b,2024-01-18,09:29:12,Station,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-01-19,07:45:00,09:35:00,09:35:00,On Time,,No
23d3a48e-ffc5-4c84-9e33,2024-02-07,20:31:16,Station,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-02-29,17:45:00,19:35:00,19:35:00,On Time,,No
ec39d0df-20b2-4424-9a81,2024-02-14,08:27:45,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-02-21,07:45:00,09:35:00,09:35:00,On Time,,No
fbc11415-4d9c-4894-a0c7,2024-01-29,11:36:18,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-01-30,10:00:00,10:30:00,10:30:00,On Time,,No
a6c5ba0d-e0a7-43e8-915f,2024-01-10,01:25:37,Online,Contactless,Disabled,Standard,Advance,5,York,Durham,2024-01-11,23:45:00,00:35:00,00:35:00,On Time,,No
da446fa4-0e26-45c2-a65d,2024-03-02,02:58:42,Station,Contactless,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-03-02,04:15:00,04:45:00,04:45:00,On Time,,No
ae6d2a0c-b0aa-43ad-98d9,2024-01-10,16:04:26,Station,Credit Card,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-10,17:45:00,18:15:00,19:17:00,Delayed,Weather,No
8da30bf3-ef0a-4fc5-9ed5,2024-01-18,17:54:21,Online,Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-01-19,16:15:00,17:35:00,17:35:00,On Time,,No
50bcdedd-7e2a-450d-9a25,2024-04-09,09:04:55,Online,Credit Card,,Standard,Advance,6,York,Doncaster,2024-04-10,07:30:00,08:00:00,08:00:00,On Time,,No
6299e539-9462-4f85-8dd6,2024-02-21,16:38:39,Online,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-02-22,15:00:00,16:50:00,16:50:00,On Time,,No
09d23bbd-e06e-4cf0-943b,2024-04-29,10:44:53,Online,Debit Card,Senior,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-30,09:00:00,10:20 AM,10:20:00,On Time,,No
f648d84f-a028-466c-a209,2024-03-13,01:18:31,Online,Contactless,,Standard,Advance,13,Reading,London Paddington,2024-03-14,23:45:00,00:10:00,00:10:00,On Time,,No
2bafa517-f7f8-4894-aba1,2024-01-24,22:38:26,Online,Contactless,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-01-25,21:00:00,22:20:00,22:20:00,On Time,,No
3f71733b-298c-4d0a-b683,2024-03-15,13:43:25,Online,Contactless,,Standard,Off-Peak,53,London Kings Cross,York,2024-03-15,15:00:00,16:50:00,16:50:00,On Time,,No
a957499d-3fcb-4f56-a46d,2024-02-18,05:19:26,Station,Credit Card,,Standard,Advance,4,Manchester Piccadilly,Sheffield,2024-02-26,03:45:00,04:30:00,04:30:00,On Time,,No
1eb9dcab-3c07-4f42-b42c,2024-01-26,23:41:40,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-27,22:00:00,23:20:00,23:20:00,On Time,,No
ef8071d8-0b9d-4080-b350,2024-03-16,02:20:45,Online,Contactless,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-03-16,03:45:00,05:05:00,05:05:00,On Time,,No
46481aa5-b9ca-42a5-a667,2024-04-24,11:26:43,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-04-24,12:45:00,13:45:00,13:45:00,On Time,,No
316babd9-64c9-468f-9e78,2024-03-23,03:09:49,Online,Credit Card,,First Class,Off-Peak,88,Birmingham New Street,London St Pancras,2024-03-23,04:30:00,05:50:00,05:50:00,On Time,,No
fb88762d-ffda-4320-9419,2024-04-10,14:16:10,Online,Credit Card,Disabled,First Class,Advance,18,London Paddington,Reading,2024-04-11,12:45:00,13:45:00,13:45:00,On Time,,No
889c69c7-83bb-4d35-b8d0,2024-04-26,06:35:21,Online,Contactless,,Standard,Anytime,25,London Paddington,Reading,2024-04-26,08:00:00,09:00:00,09:00:00,On Time,,No
497c8e22-d614-40af-988d,2024-04-25,07:24:46,Online,Credit Card,,Standard,Anytime,35,London Paddington,Oxford,2024-04-25,07:45:00,09:15:00,09:15:00,On Time,,No
