Transaction_ID,Date_of_Purchase,Time_of_Purchase,Purchase_Type,Payment_Method,Railcard,Ticket_Class,Ticket_Type,Price,Departure_Station,Arrival_Destination,Date_of_Journey,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay,Refund_Request,Log_Price,Reason_Group,Delay_Duration,Delay_Duration_Minutes,Delay_Category,Hour,DayOfWeek,Route
57befb57-e02d-43df-9fef,2024-04-17,20:36:19.000,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-18,19:00:00.000,20:20:00.000,20:20:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,19,5,London St Pancras to Birmingham New Street
b5fdedb8-b463-47fd-bf8d,2024-02-19,17:11:28.000,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-20,15:30:00.000,16:50:00.000,16:50:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,15,3,London Euston to Birmingham New Street
75f61a70-0b21-4cb5-9387,2024-03-16,17:16:09.000,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-16,18:45:00.000,20:05:00.000,,Cancelled,Technical Issue,No,2.4849066498,Infrastructure,,,Cancelled,18,7,London St Pancras to Birmingham New Street
8e3e6f27-a4b7-40bf-badd,2024-01-11,10:42:19.000,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-11,12:00:00.000,13:20:00.000,13:20:00.000,On Time,No Delay,No,2.4849066498,None,,,No Delay,12,5,London St Pancras to Birmingham New Street
3d2db48b-e1cf-4097-9ee4,2024-02-14,13:31:34.000,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-16,12:00:00.000,13:20:00.000,,Cancelled,Technical Issue,Ye,2.0794415417,Infrastructure,,,Cancelled,12,6,London St Pancras to Birmingham New Street
d5628495-6770-411d-a04f,2024-01-28,7:30:14.000,Online,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-01-28,9:00:00.000,10:50:00.000,10:50:00.000,On Time,No Delay,No,3.9702919136,None,,,No Delay,9,1,London Kings Cross to York
a3c4795d-eb60-4f4a-a7b9,2024-03-30,16:13:40.000,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-03-30,17:45:00.000,19:05:00.000,19:05:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,17,7,London Euston to Birmingham New Street
02d8e7cc-014d-42a0-a31b,2024-03-12,7:28:21.000,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,2024-03-12,7:45:00.000,9:15:00.000,9:15:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,7,3,London Paddington to Oxford
e682ead9-9d5d-4226-a1ca,2024-02-08,7:22:39.000,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-02-08,7:45:00.000,8:45:00.000,8:45:00.000,On Time,No Delay,No,3.2188758249,None,,,No Delay,7,5,London Paddington to Reading
930c80cd-dc6a-4668-9341,2024-04-16,18:44:14.000,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-17,17:00:00.000,18:50:00.000,18:50:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,17,4,London Kings Cross to York
1c82d1d7-f033-4658-a83d,2024-02-11,8:27:42.000,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-02-24,6:45:00.000,7:45:00.000,7:45:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,6,7,London Paddington to Reading
0ecf0e22-df86-44e4-87ed,2024-04-25,21:42:56.000,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-26,20:00:00.000,21:00:00.000,21:00:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,20,6,London Paddington to Reading
89d52bb9-4b2d-4c73-8071,2024-02-09,2:12:00.000,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-24,0:30:00.000,2:20:00.000,2:20:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,0,7,London Kings Cross to York
23692535-04cb-4785-b088,2024-04-12,14:29:19.000,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-12,15:45:00.000,16:45:00.000,16:45:00.000,On Time,No Delay,No,2.9444389792,None,,,No Delay,15,6,London Paddington to Reading
69a40c1b-dc68-4b98-bf22,2024-04-15,5:02:27.000,Online,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-15,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,2.1972245773,None,,,No Delay,6,2,London Euston to Birmingham New Street
233c3e17-c6ed-46ad-8132,2024-01-13,2:00:20.000,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-14,0:30:00.000,2:20:00.000,2:20:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,0,1,London Kings Cross to York
76fd0fd2-da14-4a1c-a650,2024-04-15,18:51:04.000,Station,Contactless,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-04-16,17:15:00.000,17:45:00.000,17:45:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,17,3,Manchester Piccadilly to Liverpool Lime Street
33a1da1d-c9ee-4462-a65c,2024-03-27,5:22:15.000,Online,Credit Card,None,First Class,Anytime,107,London St Pancras,Birmingham New Street,2024-03-27,6:45:00.000,8:05:00.000,8:05:00.000,On Time,No Delay,No,4.6728288345,None,,,No Delay,6,4,London St Pancras to Birmingham New Street
328dfafb-8f44-4790-933e,2024-02-05,14:06:36.000,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-05,15:30:00.000,16:50:00.000,16:50:00.000,On Time,No Delay,No,2.4849066498,None,,,No Delay,15,2,London St Pancras to Birmingham New Street
adceb140-8186-44af-a5b9,2024-01-08,3:00:41.000,Station,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-08,4:30:00.000,5:50:00.000,5:50:00.000,On Time,No Delay,No,2.4849066498,None,,,No Delay,4,2,London St Pancras to Birmingham New Street
2eff60ec-25c5-4554-8268,2024-04-09,5:10:05.000,Online,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-09,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,2.1972245773,None,,,No Delay,6,3,London Euston to Birmingham New Street
f9081b71-ce23-4953-b347,2024-01-04,0:41:56.000,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-01-04,2:00:00.000,3:00:00.000,3:00:00.000,On Time,No Delay,No,2.9444389792,None,,,No Delay,2,5,London Paddington to Reading
d9364e82-0faa-4d5b-8a52,2024-02-16,15:30:10.000,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-22,14:00:00.000,15:00:00.000,15:00:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,14,5,London Paddington to Reading
4b909901-4c7f-4622-a118,2024-01-06,19:54:40.000,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-06,21:15:00.000,22:35:00.000,22:35:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,21,7,London Euston to Birmingham New Street
89ada00f-3bc4-451e-b674,2024-04-12,5:13:59.000,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-04-12,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,6,6,London Euston to Birmingham New Street
6107e22f-8af1-47ed-929c,2024-01-27,11:35:42.000,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-27,13:00:00.000,14:20:00.000,14:20:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,13,7,London Euston to Birmingham New Street
405bee25-0a6d-41b1-8c85,2024-04-16,18:22:55.000,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-16,18:45:00.000,19:15:00.000,19:15:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,18,3,Manchester Piccadilly to Liverpool Lime Street
c193c9c8-97d6-4d9e-a315,2024-04-02,14:58:27.000,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,2024-04-02,16:15:00.000,17:35:00.000,17:35:00.000,On Time,No Delay,No,2.7080502011,None,,,No Delay,16,3,Birmingham New Street to Manchester Piccadilly
ef950e63-173a-4938-8fb9,2024-04-25,9:38:22.000,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-26,8:00:00.000,10:15:00.000,10:48:00.000,Delayed,Weather,No,4.3307333403,Weather,1980,33,Severe,8,6,Liverpool Lime Street to London Euston
b83cddb2-5fd1-4900-a36a,2024-04-24,10:25:40.000,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-25,8:45:00.000,10:35:00.000,10:35:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,8,5,London Kings Cross to York
c19fcc22-2daf-4888-9e93,2024-03-13,19:45:44.000,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-03-14,18:15:00.000,19:35:00.000,19:35:00.000,On Time,No Delay,No,3.9889840466,None,,,No Delay,18,5,London St Pancras to Birmingham New Street
9e42110c-4d2c-4a1a-90ff,2024-04-20,5:21:53.000,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-21,3:45:00.000,5:05:00.000,5:05:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,3,1,London Euston to Birmingham New Street
7db9b656-bb98-4694-8e90,2024-01-21,3:08:48.000,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-22,1:30:00.000,2:00:00.000,2:00:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,1,2,Manchester Piccadilly to Liverpool Lime Street
38a68e12-6daa-4302-96ed,2024-04-21,7:03:54.000,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-22,5:30:00.000,6:00:00.000,6:00:00.000,On Time,No Delay,No,0.6931471806,None,,,No Delay,5,2,Manchester Piccadilly to Liverpool Lime Street
d8ff73e1-9545-4833-bfcb,2024-03-06,17:15:18.000,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-07,15:45:00.000,17:05:00.000,17:05:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,15,5,London Euston to Birmingham New Street
2ac1cf3f-dd20-4278-88e0,2024-02-03,17:42:56.000,Station,Debit Card,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-02-29,16:00:00.000,17:20:00.000,17:20:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,16,5,London St Pancras to Birmingham New Street
1d50dfc0-cb9f-4d15-8c1c,2024-02-08,9:31:32.000,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-09,8:00:00.000,10:15:00.000,10:45:00.000,Delayed,Weather,No,4.3307333403,Weather,1800,30,Moderate,8,6,Liverpool Lime Street to London Euston
a6d897ca-1faf-48ac-ae16,2024-02-13,1:21:55.000,Online,Contactless,Disabled,Standard,Off-Peak,8,York,Durham,2024-02-13,23:45:00.000,0:35:00.000,0:35:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,23,3,York to Durham
b496f456-c5b3-445a-b0ab,2024-02-14,3:25:51.000,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-02-21,1:45:00.000,3:05:00.000,3:05:00.000,On Time,No Delay,No,3.9889840466,None,,,No Delay,1,4,London St Pancras to Birmingham New Street
c16361df-7ab9-4b18-88b3,2024-01-18,17:19:58.000,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-01-18,18:45:00.000,20:05:00.000,20:05:00.000,On Time,No Delay,No,2.7725887222,None,,,No Delay,18,5,London St Pancras to Birmingham New Street
0c5f0233-2e5a-40d1-bc23,2024-02-02,18:41:05.000,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-03,17:00:00.000,18:00:00.000,18:00:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,17,7,London Paddington to Reading
22f5f47d-bf87-411c-bf7c,2024-03-13,4:48:23.000,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-13,6:15:00.000,6:45:00.000,6:45:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,6,4,Manchester Piccadilly to Liverpool Lime Street
17f83700-83cc-4909-9c01,2024-03-24,18:53:21.000,Online,Credit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-03-24,20:15:00.000,21:15:00.000,21:15:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,20,1,London Paddington to Reading
84862ca2-fd57-46bd-bb9d,2024-02-03,8:20:40.000,Online,Credit Card,None,First Class,Advance,32,London Paddington,Oxford,2024-02-08,7:45:00.000,9:15:00.000,9:15:00.000,On Time,No Delay,No,3.4657359028,None,,,No Delay,7,5,London Paddington to Oxford
51100adf-608f-4981-8674,2024-04-20,8:13:18.000,Station,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-21,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,6,1,London Euston to Birmingham New Street
b0b186aa-ab18-427d-8a8f,2024-04-15,16:16:52.000,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-04-15,17:45:00.000,19:05:00.000,19:05:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,17,2,London Euston to Birmingham New Street
7c00925a-b018-4664-b847,2024-03-27,18:04:17.000,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-03-28,16:30:00.000,18:20:00.000,18:20:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,16,5,London Kings Cross to York
5f913ffb-1231-49cc-b6e6,2024-02-01,15:29:43.000,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-02,13:45:00.000,14:15:00.000,14:15:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,13,6,Liverpool Lime Street to Manchester Piccadilly
bad8f502-fdf2-4f60-826e,2024-02-15,5:16:26.000,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-23,3:45:00.000,5:05:00.000,5:05:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,3,6,London Euston to Birmingham New Street
d9fcf621-3f8e-4561-9f63,2024-04-19,19:31:01.000,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-20,17:45:00.000,18:15:00.000,19:12:00.000,Delayed,Signal Failure,No,1.0986122887,Infrastructure,3420,57,Severe,17,7,Manchester Piccadilly to Liverpool Lime Street
7d1e0128-235c-4638-ae64,2024-03-13,14:51:40.000,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-14,13:15:00.000,14:35:00.000,14:35:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,13,5,London St Pancras to Birmingham New Street
25715345-11e4-4da0-a83a,2024-02-10,8:08:55.000,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-18,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,2.7080502011,None,,,No Delay,6,1,Birmingham New Street to London St Pancras
b5b6561c-2017-413b-9b2e,2024-03-05,7:15:53.000,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-03-05,7:45:00.000,8:45:00.000,8:45:00.000,On Time,No Delay,No,3.2188758249,None,,,No Delay,7,3,London Paddington to Reading
9f99baa6-52e0-475b-a6dd,2024-03-13,20:21:47.000,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-14,18:45:00.000,20:05:00.000,20:05:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,18,5,London St Pancras to Birmingham New Street
facd7b51-1215-4a9c-aa0a,2024-03-26,0:40:23.000,Online,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-26,2:00:00.000,3:50:00.000,3:50:00.000,On Time,No Delay,No,3.9702919136,None,,,No Delay,2,3,London Kings Cross to York
b20a21da-2685-4f65-abcc,2024-04-13,14:22:26.000,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-04-13,15:45:00.000,17:05:00.000,17:05:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,15,7,London St Pancras to Birmingham New Street
56b23e98-ed5c-457b-800e,2024-04-06,19:34:34.000,Online,Credit Card,Senior,Standard,Advance,16,London St Pancras,Leicester,2024-04-07,18:45:00.000,19:45:00.000,19:45:00.000,On Time,No Delay,No,2.7725887222,None,,,No Delay,18,1,London St Pancras to Leicester
eaead42d-44f3-4063-9a95,2024-03-12,15:59:37.000,Online,Credit Card,Senior,Standard,Anytime,4,Liverpool Lime Street,Manchester Piccadilly,2024-03-12,17:15:00.000,17:45:00.000,17:45:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,17,3,Liverpool Lime Street to Manchester Piccadilly
eb10e9d5-6f06-4606-94d7,2024-01-12,16:12:00.000,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-12,17:45:00.000,18:15:00.000,18:15:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,17,6,Manchester Piccadilly to Liverpool Lime Street
8f9bc4ff-913e-46bb-8120,2024-03-12,11:23:46.000,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-12,12:45:00.000,13:15:00.000,13:15:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,12,3,Manchester Piccadilly to Liverpool Lime Street
cc3eae66-b69e-458e-87f1,2024-02-05,19:48:50.000,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-11,18:15:00.000,19:15:00.000,19:15:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,18,1,London Paddington to Reading
10940922-131d-41d7-904e,2024-04-08,6:34:06.000,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-08,8:00:00.000,10:15:00.000,10:58:00.000,Delayed,Weather,No,5.0172798368,Weather,2580,43,Severe,8,2,Liverpool Lime Street to London Euston
e6d4c544-2506-4625-bb8d,2024-01-29,9:26:54.000,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-29,9:45:00.000,10:15:00.000,10:15:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,9,2,Liverpool Lime Street to Manchester Piccadilly
96962ced-69bd-43eb-8da2,2024-03-24,20:17:41.000,Online,Credit Card,None,Standard,Advance,5,Birmingham New Street,Tamworth,2024-03-25,18:45:00.000,19:05:00.000,,Cancelled,Technical Issue,No,1.6094379124,Infrastructure,,,Cancelled,18,2,Birmingham New Street to Tamworth
7e8aca3a-837b-4900-acb8,2024-01-14,20:54:19.000,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-01-14,22:15:00.000,23:15:00.000,23:15:00.000,On Time,No Delay,No,2.9444389792,None,,,No Delay,22,1,London Paddington to Reading
758924dc-dce9-4a24-adef,2024-04-22,16:02:52.000,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-22,17:45:00.000,18:15:00.000,18:15:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,17,2,Manchester Piccadilly to Liverpool Lime Street
590e9209-0524-455e-9154,2024-02-03,4:19:04.000,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-04,2:45:00.000,3:15:00.000,3:15:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,2,1,Liverpool Lime Street to Manchester Piccadilly
795376f9-b532-4709-a18d,2024-02-19,12:03:15.000,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-02-28,11:15:00.000,12:35:00.000,12:52:00.000,Delayed,Technical Issue,Ye,1.9459101491,Infrastructure,1020,17,Moderate,11,4,Birmingham New Street to Manchester Piccadilly
e9113881-cfdb-4b26-9b67,2024-03-29,5:05:42.000,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,2024-03-29,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,6,6,London Euston to Birmingham New Street
1ce066de-7ed7-42f3-b160,2024-04-11,7:24:46.000,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-04-11,7:45:00.000,8:45:00.000,8:45:00.000,On Time,No Delay,No,3.2188758249,None,,,No Delay,7,5,London Paddington to Reading
f622fe15-8a4a-4420-bcae,2024-03-03,5:04:16.000,Online,Credit Card,None,Standard,Off-Peak,10,Birmingham New Street,Nuneaton,2024-03-03,6:30:00.000,6:50:00.000,6:50:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,6,1,Birmingham New Street to Nuneaton
549abfe5-125e-4d9a-91da,2024-01-11,14:55:39.000,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-01-12,13:15:00.000,14:15:00.000,14:15:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,13,6,London Paddington to Reading
b860101a-c4e8-400a-b099,2024-03-31,6:37:01.000,Station,Credit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,2024-03-31,8:00:00.000,9:50:00.000,10:07:00.000,Delayed,Weather,No,4.836281907,Weather,1020,17,Moderate,8,1,Manchester Piccadilly to London Euston
8da36004-3948-407a-aeec,2024-03-25,0:26:41.000,Online,Contactless,Disabled,Standard,Advance,24,London Kings Cross,Edinburgh Waverley,2024-03-27,16:00:00.000,20:20:00.000,20:20:00.000,On Time,No Delay,No,3.1780538303,None,,,No Delay,16,4,London Kings Cross to Edinburgh Waverley
061c93d6-cfa4-4999-8928,2024-03-06,14:28:33.000,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-07,12:45:00.000,13:15:00.000,13:15:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,12,5,Liverpool Lime Street to Manchester Piccadilly
58bf4497-c754-495c-829b,2024-01-18,9:29:12.000,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-01-19,7:45:00.000,9:35:00.000,9:35:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,7,6,London Kings Cross to York
23d3a48e-ffc5-4c84-9e33,2024-02-07,20:31:16.000,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-29,17:45:00.000,19:35:00.000,19:35:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,17,5,London Kings Cross to York
ec39d0df-20b2-4424-9a81,2024-02-14,8:27:45.000,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-02-21,7:45:00.000,9:35:00.000,9:35:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,7,4,London Kings Cross to York
fbc11415-4d9c-4894-a0c7,2024-01-29,11:36:18.000,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-01-30,10:00:00.000,10:30:00.000,10:30:00.000,On Time,No Delay,No,0.6931471806,None,,,No Delay,10,3,Manchester Piccadilly to Liverpool Lime Street
a6c5ba0d-e0a7-43e8-915f,2024-01-10,1:25:37.000,Online,Contactless,Disabled,Standard,Advance,5,York,Durham,2024-01-11,23:45:00.000,0:35:00.000,0:35:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,23,5,York to Durham
da446fa4-0e26-45c2-a65d,2024-03-02,2:58:42.000,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-03-02,4:15:00.000,4:45:00.000,4:45:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,4,7,Liverpool Lime Street to Manchester Piccadilly
ae6d2a0c-b0aa-43ad-98d9,2024-01-10,16:04:26.000,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-01-10,17:45:00.000,18:15:00.000,19:17:00.000,Delayed,Weather,No,1.6094379124,Weather,3720,62,Severe,17,4,Manchester Piccadilly to Liverpool Lime Street
8da30bf3-ef0a-4fc5-9ed5,2024-01-18,17:54:21.000,Online,Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-01-19,16:15:00.000,17:35:00.000,17:35:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,16,6,Birmingham New Street to Manchester Piccadilly
50bcdedd-7e2a-450d-9a25,2024-04-09,9:04:55.000,Online,Credit Card,None,Standard,Advance,6,York,Doncaster,2024-04-10,7:30:00.000,8:00:00.000,8:00:00.000,On Time,No Delay,No,1.7917594692,None,,,No Delay,7,4,York to Doncaster
6299e539-9462-4f85-8dd6,2024-02-21,16:38:39.000,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-02-22,15:00:00.000,16:50:00.000,16:50:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,15,5,London Kings Cross to York
09d23bbd-e06e-4cf0-943b,2024-04-29,10:44:53.000,Online,Debit Card,Senior,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-30,9:00:00.000,10:20:00.000,10:20:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,9,3,London St Pancras to Birmingham New Street
f648d84f-a028-466c-a209,2024-03-13,1:18:31.000,Online,Contactless,None,Standard,Advance,13,Reading,London Paddington,2024-03-14,23:45:00.000,0:10:00.000,0:10:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,23,5,Reading to London Paddington
2bafa517-f7f8-4894-aba1,2024-01-24,22:38:26.000,Online,Contactless,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-01-25,21:00:00.000,22:20:00.000,22:20:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,21,5,London St Pancras to Birmingham New Street
3f71733b-298c-4d0a-b683,2024-03-15,13:43:25.000,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-03-15,15:00:00.000,16:50:00.000,16:50:00.000,On Time,No Delay,No,3.9702919136,None,,,No Delay,15,6,London Kings Cross to York
a957499d-3fcb-4f56-a46d,2024-02-18,5:19:26.000,Station,Credit Card,None,Standard,Advance,4,Manchester Piccadilly,Sheffield,2024-02-26,3:45:00.000,4:30:00.000,4:30:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,3,2,Manchester Piccadilly to Sheffield
1eb9dcab-3c07-4f42-b42c,2024-01-26,23:41:40.000,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-27,22:00:00.000,23:20:00.000,23:20:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,22,7,London Euston to Birmingham New Street
ef8071d8-0b9d-4080-b350,2024-03-16,2:20:45.000,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-03-16,3:45:00.000,5:05:00.000,5:05:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,3,7,London Euston to Birmingham New Street
46481aa5-b9ca-42a5-a667,2024-04-24,11:26:43.000,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-04-24,12:45:00.000,13:45:00.000,13:45:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,12,4,London Paddington to Reading
